tweet_id,retweet_count,favorite_count
733822306246479872,1072,3822
733482008106668032,1009,3283
733460102733135873,1359,4389
733109485275860992,17860,51394
732732193018155009,568,2544
732726085725589504,940,3681
732585889486888962,820,3844
732375214819057664,2687,8439
732005617171337216,5805,15583
731285275100512256,1047,3633
731156023742988288,1351,3998
730924654643314689,2103,6389
730573383004487680,2289,5128
730427201120833536,1107,3611
730211855403241472,1121,3993
730196704625098752,2040,5100
729854734790754305,1199,4206
729838605770891264,408,1777
729823566028484608,1316,4157
729463711119904772,2456,6050
729113531270991872,349,1964
728986383096946689,868,3290
728760639972315136,1812,4868
728751179681943552,720,2884
728653952833728512,1104,3448
728409960103686147,2128,5116
728387165835677696,1018,3821
728046963732717569,1248,4489
728035342121635841,1771,4741
728015554473250816,1162,4264
727685679342333952,675,3055
727644517743104000,1851,6146
727524757080539137,1293,4656
727314416056803329,798,3468
727286334147182592,868,3170
727175381690781696,1462,4032
727155742655025152,1404,3795
726935089318363137,2599,7165
726887082820554753,1597,3996
726828223124897792,1067,3697
726224900189511680,1218,4595
725842289046749185,2814,7350
725786712245440512,1440,4336
725729321944506368,1888,5400
725458796924002305,660,1466
724983749226668032,1379,3864
724771698126512129,680,2468
724405726123311104,1745,5519
724049859469295616,1871,4500
724046343203856385,593,2772
724004602748780546,1670,4354
723912936180330496,1296,4059
723688335806480385,3164,8017
723673163800948736,944,3148
723179728551723008,1988,5511
722974582966214656,1665,4280
722613351520608256,1734,5166
721503162398597120,1982,4843
721001180231503872,653,2633
720785406564900865,815,3242
720775346191278080,717,2579
720415127506415616,1588,4296
720389942216527872,2666,6660
720340705894408192,1036,2981
720059472081784833,1193,4041
720043174954147842,2127,5103
719991154352222208,1850,5029
719704490224398336,1536,4746
719551379208073216,2039,5262
719367763014393856,785,2906
719339463458033665,1325,4589
719332531645071360,1010,3549
718971898235854848,1160,3632
718939241951195136,1869,5459
718631497683582976,8556,19665
718613305783398402,511,2535
718540630683709445,1072,2583
718460005985447936,559,2803
718454725339934721,1596,5064
718246886998687744,530,2006
718234618122661888,1065,4038
717841801130979328,629,2549
717790033953034240,1195,3001
717537687239008257,1948,5989
717428917016076293,481,1672
717421804990701568,891,3271
717047459982213120,2025,6528
717009362452090881,1031,3403
716802964044845056,1248,4453
716791146589110272,1521,6231
716730379797970944,454,1281
716447146686459905,6253,13644
716439118184652801,225,2465
716285507865542656,1150,2890
716080869887381504,2034,7001
715928423106027520,924,3315
715758151270801409,1511,3880
715733265223708672,1789,4864
715704790270025728,600,2905
715696743237730304,1362,4059
715680795826982913,1716,4502
715360349751484417,1668,5690
715342466308784130,722,3155
715220193576927233,693,2512
715200624753819648,1999,5330
715009755312439296,1316,4334
714982300363173890,1097,3909
714962719905021952,4531,7676
714957620017307648,1506,4307
714631576617938945,1064,3401
714606013974974464,981,3776
714485234495041536,1228,2825
714258258790387713,759,3141
714251586676113411,890,3397
714214115368108032,931,2362
714141408463036416,1491,4486
713919462244790272,823,3417
713909862279876608,574,1995
713900603437621249,783,2954
713761197720473600,1459,5085
713411074226274305,1371,4593
713177543487135744,3001,7501
713175907180089344,1543,4642
712809025985978368,7145,19373
712717840512598017,5302,12875
712668654853337088,1287,4328
712438159032893441,1660,5547
712309440758808576,25,255
712097430750289920,1099,3956
712092745624633345,948,3063
712085617388212225,510,3383
712065007010385924,663,2357
711998809858043904,133,0
711968124745228288,2451,8398
711743778164514816,1042,2958
711732680602345472,4370,9262
711694788429553666,19402,34236
711652651650457602,976,4032
711363825979756544,1200,3809
711306686208872448,777,3453
711008018775851008,656,3124
710997087345876993,1474,4744
710844581445812225,736,2657
710833117892898816,573,2800
710658690886586372,599,2404
710609963652087808,2494,4988
710588934686908417,1990,4737
710296729921429505,782,2473
710283270106132480,547,2226
710272297844797440,1336,4725
710269109699739648,1197,2497
710153181850935296,949,3036
710140971284037632,944,2882
710117014656950272,2114,5733
709918798883774466,1133,3108
709901256215666688,105,705
709852847387627521,1266,3659
709566166965075968,1278,3692
709556954897764353,1128,3432
709519240576036864,254,1550
709449600415961088,613,2321
709409458133323776,734,2726
709225125749587968,608,2508
709207347839836162,6196,13146
709198395643068416,678,2515
709179584944730112,713,2100
709158332880297985,447,2126
709042156699303936,1743,4955
708853462201716736,696,1865
708845821941387268,950,3105
708834316713893888,536,1764
708810915978854401,7374,17214
708738143638450176,869,2861
708711088997666817,768,2661
708479650088034305,714,2657
708469915515297792,870,3216
708400866336894977,10744,16710
708356463048204288,1418,3767
708349470027751425,783,2452
708149363256774660,1637,4462
708130923141795840,890,3535
708119489313951744,1040,2796
708109389455101952,576,2016
708026248782585858,2031,4557
707995814724026368,1190,3269
707983188426153984,2,51
707969809498152960,1029,2815
707776935007539200,1006,3426
707741517457260545,651,2605
707738799544082433,2629,4277
707693576495472641,1066,3589
707629649552134146,936,2691
707610948723478529,6813,17708
707420581654872064,734,2374
707411934438625280,633,2383
707387676719185920,1382,3656
707377100785885184,1147,3428
707315916783140866,682,2579
707297311098011648,845,2887
707059547140169728,719,2694
707038192327901184,844,2287
707021089608753152,1453,4247
707014260413456384,632,2407
706904523814649856,8325,15244
706901761596989440,639,2155
706681918348251136,1027,3473
706644897839910912,1163,2693
706593038911545345,667,2248
706538006853918722,1499,3612
706516534877929472,1099,3235
706346369204748288,981,3604
706310011488698368,8488,22361
706291001778950144,497,1774
706265994973601792,978,2857
706169069255446529,2367,4080
706166467411222528,1712,5378
706153300320784384,408,1551
705975130514706432,783,3238
705970349788291072,946,3278
705898680587526145,595,2481
705786532653883392,556,2034
705591895322394625,1223,3309
705475953783398401,980,3087
705442520700944385,1743,4647
705428427625635840,1798,3987
705239209544720384,796,3131
705223444686888960,858,2691
705102439679201280,543,2242
705066031337840642,640,2268
704871453724954624,1180,4456
704859558691414016,581,2355
704847917308362754,1630,5331
704819833553219584,1060,2752
704761120771465216,3080,6925
704499785726889984,1063,3064
704491224099647488,86,797
704480331685040129,1123,3542
704364645503647744,3779,8390
704347321748819968,371,1659
704134088924532736,497,1577
704113298707505153,595,1936
704054845121142784,967,3046
703774238772166656,496,1917
703769065844768768,1207,3436
703631701117943808,731,2709
703611486317502464,1609,4031
703425003149250560,1458,3964
703407252292673536,737,2562
703382836347330562,1204,3663
703356393781329922,409,2001
703268521220972544,580,2053
703079050210877440,3299,7736
703041949650034688,13335,27575
702932127499816960,766,2704
702899151802126337,481,1683
702684942141153280,1149,3369
702671118226825216,598,2297
702598099714314240,3645,12746
702539513671897089,1016,3000
702332542343577600,1655,3340
702321140488925184,1096,3428
702276748847800320,812,2578
702217446468493312,1423,5015
701981390485725185,1054,3605
701952816642965504,1085,3989
701889187134500865,1463,3714
701805642395348998,1803,3589
701601587219795968,485,2185
701570477911896070,991,2947
701545186879471618,652,2779
701214700881756160,5444,12775
700890391244103680,612,2318
700864154249383937,652,2707
700847567345688576,530,2535
700796979434098688,1019,2542
700747788515020802,9939,23888
700518061187723268,852,2761
700505138482569216,605,2383
700462010979500032,1913,4330
700167517596164096,793,2763
700151421916807169,705,2341
700143752053182464,2916,7874
700062718104104960,740,2764
700029284593901568,622,2161
700002074055016451,1429,3463
699801817392291840,1016,3200
699788877217865730,529,2345
699779630832685056,1321,2893
699775878809702401,644,2050
699691744225525762,4887,10723
699446877801091073,2779,6212
699434518667751424,538,2266
699423671849451520,350,1438
699413908797464576,655,2165
699370870310113280,465,1966
699323444782047232,917,3305
699088579889332224,668,2342
699079609774645248,698,2568
699072405256409088,1262,3146
699060279947165696,1920,3951
699036661657767936,1269,2721
698989035503689728,1045,3528
698953797952008193,960,2827
698907974262222848,660,2652
698710712454139905,726,2589
698703483621523456,404,1518
698635131305795584,362,1346
698549713696649216,657,2429
698355670425473025,482,1955
698342080612007937,1007,2365
698262614669991936,2137,4969
698195409219559425,6339,17531
698178924120031232,789,2929
697995514407682048,354,1602
697990423684476929,1378,3438
697943111201378304,730,2505
697881462549430272,1268,3154
697630435728322560,574,1826
697616773278015490,1076,3308
697596423848730625,1341,3169
697575480820686848,531,2135
697516214579523584,1201,2175
697482927769255936,714,2526
697463031882764288,1466,3559
697270446429966336,1982,4890
697259378236399616,1054,3435
697255105972801536,1230,3157
697242256848379904,707,2631
696900204696625153,1090,3331
696894894812565505,717,2443
696886256886657024,1909,5068
696877980375769088,755,2549
696754882863349760,379,1543
696744641916489729,996,2159
696713835009417216,685,2482
696518437233913856,1807,4078
696490539101908992,154,1274
696488710901260288,1097,2654
696405997980676096,1212,3361
696100768806522880,707,2025
695816827381944320,1238,3146
695794761660297217,832,3335
695767669421768709,793,1958
695629776980148225,2230,4776
695446424020918272,1929,4563
695409464418041856,3800,9050
695314793360662529,1561,3802
695095422348574720,655,2760
695074328191332352,1177,2979
695064344191721472,640,1682
695051054296211456,838,2786
694925794720792577,972,2817
694905863685980160,990,2878
694669722378485760,15391,37399
694356675654983680,306,1574
694352839993344000,661,2137
694342028726001664,518,1650
694329668942569472,533,2099
694206574471057408,2159,4378
694183373896572928,988,3084
694001791655137281,1097,3554
693993230313091072,430,1953
693942351086120961,393,1812
693647888581312512,627,2824
693644216740769793,135,1407
693642232151285760,444,2652
693629975228977152,850,2561
693622659251335168,393,1618
693590843962331137,2101,5296
693582294167244802,270,1717
693486665285931008,671,1866
693280720173801472,1317,3519
693267061318012928,867,2500
693262851218264065,533,2335
693231807727280129,779,3001
693155686491000832,3401,8243
693109034023534592,652,1799
693095443459342336,490,1963
692919143163629568,795,2793
692905862751522816,931,2551
692901601640583168,644,1867
692894228850999298,861,2387
692828166163931137,935,3020
692752401762250755,3866,7152
692568918515392513,1635,4553
692535307825213440,1446,3348
692530551048294401,443,1933
692423280028966913,244,1549
692417313023332352,3700,9765
692187005137076224,870,2643
692158366030913536,846,2249
692142790915014657,418,1719
692041934689402880,1356,3561
692017291282812928,1013,3000
691820333922455552,1765,4136
691793053716221953,4470,8485
691756958957883396,1088,3025
691675652215414786,538,2035
691483041324204033,601,2484
691459709405118465,1227,4252
691444869282295808,897,2779
691416866452082688,8157,20215
691321916024623104,702,2691
691096613310316544,941,3096
691090071332753408,358,1795
690989312272396288,3050,6174
690959652130045952,1338,3762
690938899477221376,2116,4318
690932576555528194,1086,3436
690735892932222976,1359,3953
690728923253055490,550,2273
690690673629138944,850,2436
690649993829576704,296,1367
690607260360429569,17,305
690597161306841088,642,2054
690400367696297985,482,1961
690374419777196032,914,3414
690360449368465409,949,2764
690348396616552449,548,1573
690248561355657216,438,1756
690021994562220032,1102,2922
690015576308211712,789,2632
690005060500217858,1794,3839
689999384604450816,396,1493
689993469801164801,483,1534
689977555533848577,475,1434
689905486972461056,737,2546
689877686181715968,1258,3173
689835978131935233,800,2258
689661964914655233,992,3351
689659372465688576,4124,10846
689623661272240129,682,2338
689599056876867584,5897,12168
689557536375177216,490,2144
689517482558820352,1523,3560
689289219123089408,997,2364
689283819090870273,1178,3440
689280876073582592,763,2088
689275259254616065,261,1210
689255633275777024,1153,2681
689154315265683456,1069,3212
689143371370250240,546,2119
688916208532455424,927,2863
688908934925697024,823,2212
688898160958271489,840,2205
688894073864884227,739,2341
688828561667567616,397,1445
688804835492233216,206,1008
688789766343622656,706,2326
688547210804498433,748,2740
688519176466644993,784,2424
688385280030670848,4747,9719
688211956440801280,886,2333
688179443353796608,622,2214
688116655151435777,830,2958
688064179421470721,382,1808
687841446767013888,2694,5732
687826841265172480,1197,2856
687818504314159109,1010,2620
687807801670897665,748,2504
687732144991551489,700,1845
687704180304273409,887,2556
687664829264453632,543,2028
687494652870668288,612,1994
687480748861947905,258,1668
687476254459715584,569,2070
687460506001633280,578,2146
687399393394311168,665,1981
687317306314240000,9728,21028
687312378585812992,2025,4568
687127927494963200,2438,5721
687124485711986689,534,2267
687109925361856513,2628,6088
687102708889812993,1054,2446
687096057537363968,646,2349
686947101016735744,3388,9021
686760001961103360,1467,3685
686749460672679938,1553,3640
686730991906516992,1278,4346
686683045143953408,854,2939
686618349602762752,1451,3867
686606069955735556,580,1984
686394059078897668,724,1827
686386521809772549,937,3410
686377065986265092,599,2326
686358356425093120,724,2304
686286779679375361,1778,4192
686050296934563840,779,2307
686035780142297088,129,1212
686034024800862208,1240,3269
686007916130873345,449,2600
686003207160610816,677,1912
685973236358713344,560,2210
685943807276412928,640,1706
685906723014619143,3107,7880
685681090388975616,134,2128
685667379192414208,609,2451
685663452032069632,1564,3409
685641971164143616,831,3074
685547936038666240,16730,34553
685532292383666176,1229,3187
685325112850124800,4249,9926
685321586178670592,685,2768
685315239903100929,1153,3509
685307451701334016,468,2167
685268753634967552,1286,3237
685198997565345792,708,2443
685169283572338688,1513,4290
684969860808454144,403,2477
684959798585110529,3338,7135
684940049151070208,1115,3369
684926975086034944,497,3667
684914660081053696,1563,3672
684902183876321280,567,1968
684880619965411328,873,2206
684830982659280897,23057,36687
684800227459624960,1061,2838
684594889858887680,3775,9359
684588130326986752,1497,4317
684567543613382656,1311,3149
684538444857667585,1018,2774
684481074559381504,1246,4059
684460069371654144,591,2075
684241637099323392,3529,8533
684225744407494656,227,1293
684222868335505415,1466,4019
684200372118904832,1098,2265
684195085588783105,552,2009
684188786104872960,1251,3642
684177701129875456,718,2111
684147889187209216,1594,3118
684122891630342144,505,2089
684097758874210310,1535,4300
683857920510050305,1190,3983
683852578183077888,374,2017
683849932751646720,1044,2745
683834909291606017,1186,2748
683828599284170753,1130,2929
683773439333797890,1447,3502
683742671509258241,3545,6806
683515932363329536,3112,7710
683498322573824003,1028,3328
683481228088049664,1062,2761
683462770029932544,713,2541
683449695444799489,1720,4081
683391852557561860,2545,7979
683357973142474752,999,3076
683142553609318400,1111,3018
683111407806746624,972,3553
683098815881154561,704,2268
683078886620553216,600,2073
683030066213818368,778,2258
682962037429899265,17811,38695
682808988178739200,193,1857
682788441537560576,1191,2586
682750546109968385,465,1593
682697186228989953,383,1371
682662431982772225,1154,3190
682638830361513985,645,2151
682429480204398592,1244,3593
682406705142087680,1880,7941
682393905736888321,729,2347
682389078323662849,500,1741
682303737705140231,1070,3220
682259524040966145,1293,4364
682242692827447297,1260,3405
682088079302213632,10556,19157
682059653698686977,1798,5196
682047327939461121,1028,3358
682032003584274432,2147,6886
682003177596559360,1639,3294
681981167097122816,1101,2918
681891461017812993,881,2577
681694085539872773,4322,13358
681679526984871937,480,1843
681654059175129088,988,2756
681610798867845120,506,1997
681579835668455424,1388,3709
681523177663676416,6199,14982
681340665377193984,297,1714
681339448655802368,4340,9722
681320187870711809,807,2775
681302363064414209,1953,4126
681297372102656000,1022,3348
681281657291280384,1176,3367
681261549936340994,292,1523
681242418453299201,574,1568
681231109724700672,517,2508
681193455364796417,1588,3886
680970795137544192,711,2539
680959110691590145,2134,4762
680940246314430465,1126,3368
680934982542561280,468,2173
680913438424612864,660,2500
680889648562991104,391,1845
680836378243002368,1421,3619
680805554198020098,706,2261
680801747103793152,882,2476
680798457301471234,1114,2990
680609293079592961,761,2757
680583894916304897,1436,3793
680497766108381184,2039,4429
680494726643068929,513,1794
680473011644985345,796,2665
680440374763077632,538,1518
680221482581123072,306,1515
680206703334408192,1256,2968
680191257256136705,539,2238
680176173301628928,1673,4075
680161097740095489,783,2423
680145970311643136,1863,3783
680130881361686529,1017,2387
680115823365742593,968,2832
680100725817409536,1456,3728
680085611152338944,9523,13372
680070545539371008,935,2694
679877062409191424,686,2056
679872969355714560,711,2279
679862121895714818,664,2568
679854723806179328,1312,2996
679844490799091713,814,2480
679828447187857408,14963,37860
679777920601223168,1189,3212
679736210798047232,844,2180
679729593985699840,874,2260
679722016581222400,498,1732
679530280114372609,2206,4975
679527802031484928,770,2762
679511351870550016,1353,3515
679503373272485890,1573,3284
679475951516934144,682,2183
679462823135686656,20065,33099
679405845277462528,1282,2480
679158373988876288,8618,22389
679148763231985668,1099,2886
679132435750195208,1232,3088
679111216690831360,2722,6205
679062614270468097,8736,17781
679047485189439488,723,2344
679001094530465792,1313,2941
678991772295516161,1252,2425
678969228704284672,490,1714
678800283649069056,958,2684
678798276842360832,1260,3624
678774928607469569,978,2916
678767140346941444,1455,3676
678764513869611008,505,1706
678755239630127104,3514,7427
678740035362037760,1804,3913
678708137298427904,2575,5788
678675843183484930,1573,2988
678643457146150913,449,2139
678446151570427904,1663,4159
678424312106393600,2694,5629
678410210315247616,1935,4410
678399652199309312,33725,82299
678396796259975168,445,1655
678389028614488064,444,1944
678380236862578688,965,2537
678341075375947776,569,1795
678334497360859136,276,1351
678278586130948096,6443,11911
678255464182861824,395,1645
678023323247357953,408,2003
678021115718029313,6761,14303
677961670166224897,1787,3544
677918531514703872,433,1399
677895101218201600,2229,5013
677716515794329600,1024,3169
677700003327029250,1529,3517
677698403548192770,336,1272
677687604918272002,892,2571
677673981332312066,1583,3466
677662372920729601,1029,2023
677644091929329666,842,1940
677573743309385728,765,2223
677565715327688705,483,1341
677557565589463040,1230,2532
677547928504967168,3852,7179
677530072887205888,240,1114
677335745548390400,1890,3144
677334615166730240,311,1405
677331501395156992,248,1132
677328882937298944,1579,3766
677314812125323265,567,1701
677301033169788928,433,1286
677269281705472000,742,2068
677228873407442944,1730,3668
677187300187611136,976,2828
676975532580409345,1130,2880
676957860086095872,851,2289
676949632774234114,421,1347
676948236477857792,919,2252
676946864479084545,399,1767
676942428000112642,801,2142
676936541936185344,5177,13145
676916996760600576,1899,3064
676897532954456065,762,2334
676864501615042560,749,2171
676821958043033607,16468,23843
676819651066732545,702,1864
676811746707918848,445,1461
676776431406465024,2107,5170
676617503762681856,1036,2997
676613908052996102,206,1123
676606785097199616,462,1942
676603393314578432,406,1205
676593408224403456,2273,4725
676590572941893632,134,946
676588346097852417,842,2405
676582956622721024,293,1246
676575501977128964,1182,2679
676533798876651520,586,1943
676496375194980353,562,1570
676470639084101634,4913,11986
676440007570247681,697,1776
676430933382295552,362,1443
676263575653122048,578,2139
676237365392908289,309,1261
676219687039057920,32582,77264
676215927814406144,614,1792
676191832485810177,1080,2354
676146341966438401,701,1983
676121918416756736,1217,2217
676101918813499392,1219,2901
676098748976615425,1511,3098
676089483918516224,451,1354
675898130735476737,599,1685
675891555769696257,910,2198
675888385639251968,1006,2450
675878199931371520,1465,4301
675870721063669760,600,1690
675853064436391936,1361,2770
675849018447167488,156,972
675845657354215424,931,2354
675822767435051008,560,1571
675820929667219457,241,1080
675798442703122432,3548,10544
675781562965868544,495,1666
675740360753160193,364,1199
675710890956750848,865,1945
675707330206547968,729,2039
675706639471788032,102,661
675534494439489536,436,1872
675531475945709568,404,1217
675522403582218240,299,1069
675517828909424640,478,1338
675501075957489664,6073,17601
675497103322386432,1358,3232
675489971617296384,624,1341
675483430902214656,1018,1899
675432746517426176,595,1568
675372240448454658,531,1742
675362609739206656,239,1078
675354435921575936,17962,33701
675349384339542016,2358,4020
675334060156301312,1352,2861
675166823650848770,1683,3709
675153376133427200,2732,6448
675149409102012420,1761,3841
675147105808306176,252,967
675146535592706048,328,1226
675145476954566656,943,2189
675135153782571009,514,1329
675113801096802304,816,1998
675111688094527488,264,989
675109292475830276,1183,2873
675047298674663426,342,1089
675015141583413248,1252,2784
675006312288268288,236,1010
675003128568291329,491,1596
674999807681908736,1145,2301
674805413498527744,369,878
674800520222154752,893,3076
674793399141146624,1134,2562
674790488185167872,260,1130
674788554665512960,218,830
674781762103414784,1253,2050
674774481756377088,494,1149
674767892831932416,822,1866
674764817387900928,247,800
674754018082705410,466,1393
674752233200820224,485,1491
674743008475090944,576,1437
674742531037511680,53,502
674739953134403584,410,1138
674737130913071104,96,661
674690135443775488,485,1178
674670581682434048,680,1647
674664755118911488,264,945
674646392044941312,519,1469
674644256330530816,278,1052
674638615994089473,604,1718
674632714662858753,602,1538
674606911342424069,102,957
674468880899788800,2139,6365
674447403907457024,368,1087
674436901579923456,408,1138
674422304705744896,556,1463
674416750885273600,146,698
674410619106390016,482,1226
674394782723014656,595,1530
674372068062928900,322,864
674330906434379776,76,572
674318007229923329,532,1443
674307341513269249,7214,11565
674291837063053312,6116,15038
674271431610523648,754,1597
674269164442398721,232,918
674265582246694913,879,1675
674262580978937856,470,1331
674255168825880576,580,1499
674082852460433408,176,769
674075285688614912,299,996
674063288070742018,2296,6492
674053186244734976,1349,3392
674051556661161984,499,1472
674045139690631169,658,1448
674042553264685056,133,736
674038233588723717,425,1126
674036086168010753,221,862
674024893172875264,1269,1818
674019345211760640,309,1155
674014384960745472,672,1589
674008982932058114,366,1223
673956914389192708,999,1986
673919437611909120,378,1190
673906403526995968,1672,3246
673887867907739649,259,946
673716320723169284,786,3131
673715861853720576,2157,3604
673711475735838725,304,1055
673709992831262724,284,862
673708611235921920,299,1095
673707060090052608,404,1110
673705679337693185,411,1270
673700254269775872,591,1460
673697980713705472,2021,3870
673689733134946305,668,1768
673688752737402881,508,1285
673686845050527744,452,1469
673680198160809984,482,1395
673662677122719744,370,1279
673656262056419329,250,727
673636718965334016,373,1130
673612854080196609,742,1615
673583129559498752,380,1209
673580926094458881,275,847
673576835670777856,577,1408
673363615379013632,314,1043
673359818736984064,691,1482
673355879178194945,600,1516
673352124999274496,551,1682
673350198937153538,220,755
673345638550134785,1319,2568
673343217010679808,278,988
673342308415348736,605,1294
673320132811366400,8199,13696
673317986296586240,266,882
673295268553605120,3256,7647
673270968295534593,380,1079
673240798075449344,753,1439
673213039743795200,872,2288
673148804208660480,649,1718
672997845381865473,741,2000
672995267319328768,307,975
672988786805112832,301,996
672984142909456390,559,1271
672980819271634944,1032,1847
672975131468300288,940,1709
672970152493887488,365,963
672968025906282496,560,1331
672964561327235073,657,1440
672902681409806336,519,1388
672898206762672129,435,913
672884426393653248,853,1578
672877615439593473,380,1049
672834301050937345,585,1331
672828477930868736,505,1270
672640509974827008,330,984
672622327801233409,508,1315
672614745925664768,600,1238
672609152938721280,399,1129
672604026190569472,411,1130
672594978741354496,622,1349
672591762242805761,343,964
672591271085670400,189,741
672538107540070400,378,1046
672523490734551040,177,649
672488522314567680,449,1129
672482722825261057,621,1148
672481316919734272,128,725
672475084225949696,718,1453
672466075045466113,552,1370
672272411274932228,3486,6546
672267570918129665,629,1524
672264251789176834,347,1160
672256522047614977,1595,2848
672254177670729728,762,1452
672248013293752320,627,1746
672245253877968896,162,699
672239279297454080,329,909
672231046314901505,1041,1862
672222792075620352,216,794
672205392827572224,1186,2292
672169685991993344,378,1036
672160042234327040,368,880
672139350159835138,733,1775
672125275208069120,1168,2442
672095186491711488,376,1009
672082170312290304,375,951
672068090318987265,528,1312
671896809300709376,4268,8580
671891728106971137,585,1346
671882082306625538,1410,3509
671879137494245376,700,1443
671874878652489728,574,1264
671866342182637568,515,1134
671855973984772097,459,918
671789708968640512,3579,7149
671768281401958400,540,1209
671763349865160704,948,1710
671744970634719232,791,1364
671743150407421952,237,748
671735591348891648,776,1471
671729906628341761,4468,8616
671561002136281088,7415,12999
671550332464455680,212,928
671547767500775424,611,1367
671544874165002241,1073,2011
671542985629241344,579,1103
671538301157904385,406,938
671536543010570240,420,1191
671533943490011136,591,1033
671528761649688577,265,848
671520732782923777,539,1417
671518598289059840,299,964
671511350426865664,743,1630
671504605491109889,3634,7127
671497587707535361,455,930
671488513339211776,479,1023
671486386088865792,209,586
671485057807351808,236,770
671390180817915904,750,1436
671362598324076544,301,1125
671357843010908160,150,406
671355857343524864,116,484
671347597085433856,439,969
671186162933985280,218,743
671182547775299584,353,1140
671166507850801152,360,886
671163268581498880,1135,1684
671159727754231808,84,378
671154572044468225,225,723
671151324042559489,158,680
671147085991960577,232,683
671141549288370177,671,1183
671138694582165504,415,942
671134062904504320,199,760
671122204919246848,2589,3549
671115716440031232,794,1379
671109016219725825,452,1158
670995969505435648,300,1117
670842764863651840,8955,24917
670840546554966016,199,601
670838202509447168,712,1130
670833812859932673,128,454
670832455012716544,225,743
670826280409919488,4154,5626
670823764196741120,197,785
670822709593571328,99,619
670815497391357952,1577,3208
670811965569282048,275,1146
670807719151067136,501,1171
670804601705242624,982,1996
670803562457407488,88,345
670797304698376195,243,743
670792680469889025,285,839
670789397210615808,246,670
670786190031921152,206,607
670783437142401025,406,830
670782429121134593,792,1587
670780561024270336,296,793
670778058496974848,74,329
670764103623966721,435,1084
670755717859713024,114,445
670733412878163972,524,975
670727704916926465,370,835
670717338665226240,507,1225
670704688707301377,381,772
670691627984359425,249,595
670679630144274432,290,752
670676092097810432,44,252
670668383499735048,5173,10856
670474236058800128,780,1551
670468609693655041,87,356
670465786746662913,565,980
670452855871037440,213,555
670449342516494336,684,1208
670444955656130560,2031,6809
670442337873600512,202,649
670435821946826752,530,1064
670434127938719744,661,1420
670433248821026816,115,331
670428280563085312,648,1402
670427002554466305,167,524
670421925039075328,651,1328
670420569653809152,322,634
670417414769758208,325,574
670411370698022913,923,2051
670408998013820928,231,563
670403879788544000,161,438
670385711116361728,217,566
670374371102445568,277,753
670361874861563904,69,333
670338931251150849,113,429
670319130621435904,1252,3909
670303360680108032,139,431
670290420111441920,293,714
670093938074779648,344,1040
670086499208155136,261,706
670079681849372674,1274,2248
670073503555706880,811,1595
670069087419133954,250,636
670061506722140161,351,776
670055038660800512,339,678
670046952931721218,181,653
670040295598354432,115,767
670037189829525505,285,595
670003130994700288,95,337
669993076832759809,86,328
669972011175813120,167,450
669970042633789440,62,307
669942763794931712,169,514
669926384437997569,107,381
669923323644657664,59,239
669753178989142016,411,826
669749430875258880,67,271
669684865554620416,91,526
669683899023405056,114,394
669682095984410625,136,356
669680153564442624,296,677
669661792646373376,451,815
669625907762618368,1855,3577
669603084620980224,371,956
669597912108789760,154,518
669583744538451968,949,1511
669573570759163904,145,440
669571471778410496,1043,1609
669567591774625800,58,239
669564461267722241,128,390
669393256313184256,79,373
669375718304980992,750,1355
669371483794317312,186,503
669367896104181761,162,471
669363888236994561,235,634
669359674819481600,127,373
669354382627049472,1301,2745
669353438988365824,266,653
669351434509529089,192,445
669328503091937280,426,1024
669327207240699904,119,583
669324657376567296,213,502
669216679721873412,414,1202
669214165781868544,172,444
669203728096960512,490,1013
669037058363662336,321,664
669015743032369152,382,753
669006782128353280,257,586
669000397445533696,6524,21134
668994913074286592,238,447
668992363537309700,355,749
668989615043424256,337,690
668988183816871936,483,905
668986018524233728,172,562
668981893510119424,317,544
668979806671884288,356,803
668975677807423489,596,1325
668967877119254528,25,148
668960084974809088,245,712
668955713004314625,74,284
668932921458302977,59,270
668902994700836864,103,322
668892474547511297,154,399
668872652652679168,307,534
668852170888998912,171,457
668826086256599040,141,440
668815180734689280,278,579
668779399630725120,380,710
668655139528511488,223,540
668645506898350081,548,906
668643542311546881,542,890
668641109086707712,552,1094
668636665813057536,500,1053
668633411083464705,1689,2858
668631377374486528,325,729
668627278264475648,118,323
668625577880875008,138,392
668623201287675904,792,1451
668620235289837568,44,205
668614819948453888,321,620
668587383441514497,1102,1688
668567822092664832,57,248
668544745690562560,232,525
668542336805281792,221,466
668537837512433665,77,255
668528771708952576,232,468
668507509523615744,111,329
668496999348633600,135,419
668484198282485761,241,432
668480044826800133,152,467
668466899341221888,526,891
668297328638447616,304,626
668291999406125056,32,247
668286279830867968,141,509
668274247790391296,235,833
668268907921326080,243,558
668256321989451776,633,1315
668248472370458624,501,1007
668237644992782336,2907,6277
668226093875376128,106,301
668221241640230912,203,514
668204964695683073,200,557
668190681446379520,200,660
668171859951755264,201,498
668154635664932864,323,503
668142349051129856,293,571
668113020489474048,248,672
667937095915278337,807,1280
667924896115245057,113,306
667915453470232577,58,211
667911425562669056,310,494
667902449697558528,382,856
667886921285246976,1112,1907
667885044254572545,499,825
667878741721415682,122,394
667873844930215936,415,630
667866724293877760,1052,3025
667861340749471744,78,244
667832474953625600,63,291
667806454573760512,505,1064
667801013445750784,97,329
667793409583771648,336,705
667782464991965184,248,411
667773195014021121,58,237
667766675769573376,220,442
667728196545200128,152,379
