tweet_id,retweet_count,favorite_count
828046555563323392,3094,12403
828011680017821696,2320,10927
827933404142436356,5647,21246
827653905312006145,3248,16257
827600520311402496,1025,7814
827324948884643840,3318,16739
827199976799354881,2427,11157
826958653328592898,5417,22787
826848821049180160,11056,38503
826615380357632002,4278,0
826598799820865537,274,5402
826598365270007810,2544,10644
826476773533745153,4541,19462
826240494070030336,2807,14034
826204788643753985,1009,5162
826115272272650244,3402,16541
825876512159186944,2026,11060
825829644528148480,2694,13469
825535076884762624,18618,55058
825147591692263424,4957,19364
825120256414846976,1388,0
825026590719483904,1388,6714
824796380199809024,5955,0
824775126675836928,3815,15842
824663926340194305,1884,10663
824325613288833024,11263,12465
824297048279236611,4198,15933
824025158776213504,641,5049
823939628516474880,2944,11256
823719002937630720,12168,0
823699002998870016,2622,13316
823581115634085888,2870,13806
823333489516937216,27,737
823322678127919110,4361,16670
823269594223824897,10698,0
822975315408461824,3733,18309
822872901745569793,47624,140195
822859134160621569,2486,14013
822647212903690241,6963,0
822610361945911296,3228,15663
822489057087389700,6963,19235
822462944365645825,15919,30162
822244816520155136,10698,37102
822163064745328640,5224,0
821886076407029760,2544,12038
821813639212650496,3631,0
821765923262631936,1812,8922
821522889702862852,1931,8506
821421320206483457,6083,0
821407182352777218,4721,12480
821153421864615936,10,268
821149554670182400,2192,9243
821107785811234820,2314,10167
821044531881721856,2491,13444
820837357901512704,7296,0
820749716845686786,10780,33474
820690176645140481,3503,12950
820494788566847489,615,0
820446719150292993,2814,0
820314633777061888,615,3537
820078625395449857,6846,21035
820013781606658049,1288,0
819952236453363712,1288,5645
819924195358416896,5267,13656
819711362133872643,3407,14282
819588359383371776,2143,10156
819347104292290561,1314,7661
819238181065359361,440,2423
819227688460238848,7296,24520
819015337530290176,40014,0
819015331746349057,20617,0
819006400881917954,20617,47988
819004803107983360,40014,92042
818646164899774465,22734,0
818627210458333184,8111,23574
818614493328580609,2814,10479
818588835076603904,6689,0
818536468981415936,2699,11583
818307523543449600,8860,0
818259473185828864,2491,11723
818145370475810820,2833,13061
817908911860748288,859,5144
817827839487737858,29615,55107
817777686764523521,2915,11376
817536400337801217,3305,12548
817502432452313088,3700,0
817423860136083457,16310,36355
817415592588222464,1049,5970
817181837579653120,9275,0
817171292965273600,2195,9279
817120970343411712,2861,12949
817056546584727552,1802,9117
816829038950027264,5146,0
816816676327063552,2218,10635
816697700272001025,2408,10431
816450570814898180,8860,32523
816336735214911488,2134,9146
816091915477250048,2357,9496
816062466425819140,1136,0
816014286006976512,5805,0
815990720817401858,1136,5318
815966073409433600,9275,23878
815745968457060357,4511,0
815736392542261248,2482,10474
815639385530101762,1794,8747
815390420867969024,4160,11028
814986499976527872,1411,8135
814638523311648768,2961,12002
814578408554463233,6339,0
814530161257443328,2029,9222
814153002265309185,9484,30656
813944609378369540,3489,0
813910438903693312,2056,9904
813812741911748608,15308,38746
813800681631023104,1919,8884
813217897535406080,7977,19897
813202720496779264,1964,9789
813187593374461952,4783,21132
813172488309972993,2090,9937
813157409116065792,2423,8271
813142292504645637,2577,8985
813130366689148928,486,4763
813127251579564032,3418,12635
813112105746448384,3015,11005
813096984823349248,3935,11226
813081950185472002,3028,10527
813066809284972545,2127,8481
813051746834595840,8023,22348
812781120811126785,2090,8082
812709060537683968,1564,7061
812503143955202048,1333,6482
812466873996607488,2108,8517
812372279581671427,4011,14613
811985624773361665,1537,7747
811744202451197953,1759,8055
811647686436880384,811,5946
811627233043480576,3416,13633
811386762094317568,6993,22307
810984652412424192,1568,5683
810896069567610880,1955,9651
810657578271330305,2899,11706
810284430598270976,12468,37805
810254108431155201,3670,15671
809920764300447744,4278,16532
809808892968534016,5363,0
809448704142938112,1605,7394
809220051211603969,6151,21270
809084759137812480,3837,14104
808838249661788160,3327,10780
808733504066486276,2372,8446
808501579447930884,2852,12042
808344865868283904,22734,45363
808134635716833280,6520,0
808106460588765185,2401,9325
808001312164028416,3872,13433
807621403335917568,4027,15561
807106840509214720,60883,126855
807059379405148160,8028,0
807010152071229440,4193,13934
806629075125202948,38171,80256
806620845233815552,6043,0
806576416489959424,2107,5180
806542213899489280,2592,10916
806242860592926720,12781,0
806219024703037440,1307,6865
805958939288408065,5892,0
805932879469572096,2093,8844
805826884734976000,2008,7034
805823200554876929,8809,0
805520635690676224,1801,6131
805487436403003392,2776,9365
805207613751304193,1866,8334
804738756058218496,4216,14669
804475857670639616,2204,6562
804413760345620481,3531,0
804026241225523202,17788,47685
803773340896923648,3038,10735
803692223237865472,8157,0
803638050916102144,4527,11735
803380650405482500,2032,8289
803321560782307329,5827,0
803276597545603072,2705,10724
802952499103731712,2202,9658
802624713319034886,3206,0
802600418706604034,1614,7607
802572683846291456,2739,9549
802323869084381190,6387,17361
802265048156610565,1497,7054
802239329049477120,2854,9698
802185808107208704,291,0
801958328846974976,1874,8251
801854953262350336,258,1881
801538201127157760,2251,8762
801285448605831168,916,6476
801167903437357056,6520,26206
801127390143516673,4355,0
801115127852503040,2289,8637
800859414831898624,106,739
800855607700029440,1785,0
800751577355128832,3040,11230
800513324630806528,3299,14052
800459316964663297,2367,10117
800443802682937345,4733,0
800388270626521089,3079,11918
800188575492947969,4322,0
800141422401830912,2814,16378
800018252395122689,14440,30367
799774291445383169,5138,0
799757965289017345,2372,8992
799422933579902976,2105,8607
799308762079035393,6055,0
799297110730567681,3037,10603
799063482566066176,2701,8647
798933969379225600,4907,14082
798925684722855936,1571,7956
798705661114773508,7239,0
798701998996647937,8556,0
798697898615730177,7145,0
798694562394996736,5444,0
798686750113755136,2545,0
798682547630837760,5177,0
798673117451325440,6073,0
798665375516884993,4268,0
798644042770751489,2031,0
798628517273620480,2157,0
798585098161549313,6261,0
798576900688019456,6420,0
798340744599797760,3685,0
798209839306514432,2805,11096
797971864723324932,3447,12460
797545162159308800,5326,15517
797236660651966464,7270,21360
797165961484890113,29,246
796904159865868288,9728,0
796865951799083009,2089,8206
796759840936919040,3357,12691
796563435802726400,8007,0
796484825502875648,1938,8101
796387464403357696,4572,11765
796177847564038144,15716,0
796149749086875649,15716,34617
796125600683540480,1956,5285
796116448414461957,2657,9733
796080075804475393,2544,9049
796031486298386433,4031,11561
795464331001561088,26146,53291
795400264262053889,3147,10814
795076730285391872,5955,17368
794983741416415232,3691,0
794926597468000259,2527,11006
794355576146903043,11276,0
794332329137291264,2907,10241
794205286408003585,3634,9842
793962221541933056,5363,18007
793845145112371200,2062,9858
793614319594401792,3420,0
793601777308463104,1792,8527
793500921481273345,2610,11442
793286476301799424,10104,26316
793271401113350145,2595,9248
793256262322548741,9153,21396
793241302385262592,3596,11243
793226087023144960,3136,10528
793210959003287553,3084,9555
793195938047070209,6173,16349
793180763617361921,2185,7416
793165685325201412,3048,10061
793150605191548928,1869,6607
793135492858580992,2738,6930
793120401413079041,4288,13579
792913359805018113,4405,15352
792883833364439040,4693,12106
792773781206999040,1842,7856
792394556390137856,4699,14393
792050063153438720,1976,7669
791821351946420224,23057,0
791784077045166082,10556,0
791780927877898241,4176,0
791774931465953280,24371,48333
791672322847637504,3420,12576
791406955684368384,4511,14035
791312159183634433,2785,9401
791026214425268224,4510,0
790987426131050500,2345,10564
790946055508652032,5146,17760
790723298204217344,2539,0
790698755171364864,2091,8759
790581949425475584,7880,22115
790337589677002753,2044,8359
790277117346975746,3489,13411
790227638568808452,3916,0
789986466051088384,2539,9886
789960241177853952,4536,0
789903600034189313,4520,11119
789628658055020548,1951,8033
789599242079838210,2122,7238
789530877013393408,3691,12575
789314372632018944,2524,9210
789280767834746880,5414,0
789268448748703744,2824,9750
789137962068021249,3062,10377
788908386943430656,13557,29321
788765914992902144,11276,29327
788552643979468800,7888,0
788412144018661376,5801,16667
788178268662984705,2317,7733
788150585577050112,1428,6570
788070120937619456,3745,0
788039637453406209,1450,6570
787810552592695296,3346,9273
787717603741622272,3045,10914
787397959788929025,3105,11596
787322443945877504,1910,8325
787111942498508800,7355,0
786963064373534720,8728,28401
786729988674449408,2642,0
786709082849828864,6663,19420
786664955043049472,2800,11386
786595970293370880,3387,10057
786363235746385920,3830,11654
786286427768250368,3128,8507
786233965241827333,5224,16339
786051337297522688,169,1540
786036967502913536,7730,0
785927819176054784,3462,12131
785872687017132033,1993,7133
785639753186217984,2423,8337
785533386513321988,2188,9719
785515384317313025,1372,6509
785264754247995392,1786,7760
785170936622350336,5313,12909
784826020293709826,3531,10823
784517518371221505,2774,9568
784431430411685888,1401,6069
784183165795655680,8809,21471
784057939640352768,12168,31891
783839966405230592,11799,32069
783821107061198850,2136,7849
783695101801398276,3519,11136
783466772167098368,2461,9012
783391753726550016,6007,17989
783347506784731136,6116,0
783334639985389568,12781,31166
783085703974514689,2423,8672
782969140009107456,8028,25718
782747134529531904,1520,7957
782722598790725632,5892,18435
782598640137187329,2042,8288
782305867769217024,6083,17765
782021823840026624,6813,0
781955203444699136,3667,11841
781661882474196992,2958,11123
781655249211752448,1223,4269
781524693396357120,6043,22105
781308096455073793,2775,7589
781251288990355457,2290,8981
781163403222056960,2983,10401
780931614150983680,8007,23058
780858289093574656,2180,7666
780800785462489090,1415,5857
780601303617732608,3631,12869
780543529827336192,1889,6717
780496263422808064,4045,0
780476555013349377,126,0
780459368902959104,1164,5625
780192070812196864,2434,9267
780092040432480260,2508,0
780074436359819264,5435,13046
779834332596887552,7730,20208
779377524342161408,3390,9388
779124354206535695,20065,0
779123168116150273,3969,12564
779056095788752897,4928,15746
778990705243029504,7917,21309
778774459159379968,10870,0
778764940568104960,399,911
778748913645780993,1447,7334
778650543019483137,1625,6139
778624900596654080,1099,4942
778408200802557953,4736,14533
778396591732486144,13335,0
778383385161035776,1205,6215
778286810187399168,3594,11060
778039087836069888,2866,9012
778027034220126208,1763,6971
777953400541634568,3835,0
777885040357281792,1785,6764
777684233540206592,3206,11943
777641927919427584,4627,0
777621514455814149,2710,9327
777189768882946048,4710,15238
776819012571455488,14963,0
776813020089548800,1318,5183
776477788987613185,3037,9403
776249906839351296,9939,0
776218204058357768,17366,31905
776201521193218049,2739,10203
776113305656188928,4733,12495
776088319444877312,165,1943
775898661951791106,17860,0
775842724423557120,2907,12451
775733305207554048,4355,14719
775729183532220416,4970,13729
775364825476165632,3230,7895
775350846108426240,4238,10787
775085132600442880,5138,16510
774757898236878852,1925,9078
774639387460112384,1879,7130
774314403806253056,6055,23123
773985732834758656,4210,11397
773922284943896577,1876,6789
773704687002451968,1768,7002
773670353721753600,1406,5642
773547596996571136,6689,23451
773336787167145985,5528,0
773308824254029826,8106,24683
773247561583001600,3487,9992
773191612633579521,4459,10597
772877495989305348,4200,9107
772826264096874500,2529,8480
772615324260794368,3661,0
772581559778025472,1834,6872
772193107915964416,1499,6382
772152991789019136,1212,4007
772117678702071809,797,3985
772114945936949249,511,2880
772102971039580160,1006,4246
771908950375665664,2050,6978
771770456517009408,3685,12724
771500966810099713,2846,8779
771380798096281600,5528,11152
771171053431250945,8199,0
771136648247640064,3183,9728
771102124360998913,1556,6612
771014301343748096,1798,7284
771004394259247104,238,0
770787852854652928,1320,5252
770772759874076672,1530,5502
770655142660169732,1886,7763
770414278348247044,2234,6672
770293558247038976,1612,6613
770093767776997377,3292,0
770069151037685760,2492,8044
769940425801170949,10459,33336
769695466921623552,1794,6769
769335591808995329,8325,0
769212283578875904,1854,5717
768970937022709760,7088,15265
768909767477751808,2916,0
768855141948723200,961,4440
768609597686943744,1311,4358
768596291618299904,1380,5319
768554158521745409,6310,0
768473857036525572,3711,14459
768193404517830656,3835,11557
767884188863397888,1518,5032
767754930266464257,5827,16971
767500508068192258,2523,7923
767191397493538821,4119,12991
767122157629476866,3080,10727
766864461642756096,6117,0
766793450729734144,1469,5375
766714921925144576,419,2760
766693177336135680,856,4266
766423258543644672,1728,6378
766313316352462849,2035,7181
766078092750233600,2814,0
766069199026450432,929,4524
766008592277377025,536,3964
765719909049503744,2325,7666
765669560888528897,1317,5499
765395769549590528,3675,27993
765371061932261376,2335,7510
765222098633691136,3661,12299
764857477905154048,1913,6806
764259802650378240,1636,6407
763956972077010945,58,784
763837565564780549,4510,13326
763183847194451968,1589,5714
763167063695355904,3256,0
763103485927849985,2463,7787
762699858130116608,3916,12864
762471784394268675,6993,11936
762464539388485633,4536,10909
762316489655476224,1218,5095
762035686371364864,16859,33849
761976711479193600,2184,5709
761750502866649088,4249,0
761745352076779520,929,4500
761672994376806400,31349,52432
761599872357261312,1267,4367
761371037149827077,19402,0
761334018830917632,1566,5498
761292947749015552,1186,4719
761227390836215808,1678,5616
761004547850530816,3745,11962
760893934457552897,1052,4036
760656994973933572,2081,6984
760641137271070720,1393,5240
760539183865880579,3916,8010
760521673607086080,1509,4469
760290219849637889,12397,28365
760252756032651264,933,4163
760190180481531904,1953,6018
760153949710192640,34,0
759943073749200896,2254,6275
759923798737051648,6117,15510
759846353224826880,2139,7097
759793422261743616,2048,6293
759566828574212096,22784,0
759557299618865152,1265,4967
759447681597108224,2642,8971
759446261539934208,522,1767
759197388317847553,2099,6394
759159934323924993,1252,0
759099523532779520,4499,15346
759047813560868866,2178,6873
758854675097526272,963,3745
758828659922702336,4135,11804
758740312047005698,1729,6052
758474966123810816,1070,4035
758467244762497024,2404,5076
758405701903519748,2081,5490
758355060040593408,1169,3622
758099635764359168,10870,20272
758041019896193024,403,2859
757741869644341248,3504,7269
757729163776290825,8736,0
757725642876129280,1309,4794
757611664640446465,1206,4812
757597904299253760,314,0
757596066325864448,1140,4594
757400162377592832,7369,15990
757393109802180609,1884,6154
757354760399941633,1534,4764
756998049151549440,2138,6617
756939218950160384,2168,7025
756651752796094464,1410,5341
756526248105566208,3895,10974
756303284449767430,1168,4162
756288534030475264,18822,45193
756275833623502848,1638,6783
755955933503782912,3118,7738
755206590534418437,5804,17375
755110668769038337,11945,22387
754874841593970688,8618,0
754856583969079297,2722,7255
754747087846248448,561,2713
754482103782404096,2099,5594
754449512966619136,790,3947
754120377874386944,2517,8264
753655901052166144,2341,6163
753420520834629632,3842,8363
753398408988139520,2072,6092
753375668877008896,2508,8040
753298634498793472,6199,0
753294487569522689,1121,3579
753039830821511168,22546,39141
753026973505581056,1050,4105
752932432744185856,7355,13319
752917284578922496,1698,7272
752701944171524096,3112,0
752682090207055872,1727,6299
752660715232722944,1697,4651
752568224206688256,2459,5818
752519690950500352,3709,7772
752334515931054080,1184,4023
752309394570878976,17962,0
752173152931807232,1986,6265
751950017322246144,1000,3235
751937170840121344,1446,5489
751830394383790080,2107,6116
751793661361422336,3129,6181
751598357617971201,3271,8321
751583847268179968,1196,4637
751538714308972544,1360,5306
751456908746354688,1075,3372
751251247299190784,6308,13157
751205363882532864,1967,6643
751132876104687617,1397,5346
750868782890057730,1487,5030
750719632563142656,5414,13902
750506206503038976,1235,4676
750429297815552001,4626,13877
750383411068534784,1223,4792
750381685133418496,30,727
750147208377409536,1035,3264
750132105863102464,1370,3822
750117059602808832,1398,4563
750101899009982464,906,3194
750086836815486976,585,2283
750071704093859840,3587,8275
750056684286914561,961,3302
750041628174217216,664,3338
750026558547456000,843,2850
750011400160841729,975,3412
749996283729883136,870,3195
749981277374128128,2630,5371
749774190421639168,1408,4891
749417653287129088,1783,6406
749403093750648834,584,2760
749395845976588288,3717,9050
749317047558017024,2371,5761
749075273010798592,2223,6054
749064354620928000,1624,5036
749036806121881602,839,3259
748977405889503236,3644,11268
748932637671223296,2420,6138
748705597323898880,1018,2904
748699167502000129,1714,4980
748692773788876800,1424,4456
748575535303884801,2128,6372
748568946752774144,720,2292
748346686624440324,1330,5499
748337862848962560,4410,8082
748324050481647620,820,3883
748307329658011649,763,3848
748220828303695873,8352,14854
747963614829678593,2297,6075
747933425676525569,2732,6952
747885874273214464,1055,3097
747844099428986880,805,2947
747816857231626240,1245,5084
747651430853525504,168,1450
747648653817413632,6255,13539
747600769478692864,588,2432
747594051852075008,1123,3879
747512671126323200,1695,5823
747461612269887489,1101,4051
747439450712596480,2060,5699
747242308580548608,3080,0
747219827526344708,1692,5541
747204161125646336,986,3543
747103485104099331,4267,10050
746906459439529985,316,3025
746872823977771008,2300,6291
746818907684614144,1848,5562
746790600704425984,1699,5113
746757706116112384,4176,10040
746726898085036033,1914,6330
746542875601690625,1995,5279
746521445350707200,1052,0
746507379341139972,1156,4860
746369468511756288,1757,6460
746131877086527488,2353,7248
746056683365994496,870,3716
745789745784041472,1141,4226
745712589599014916,2479,7325
745433870967832576,2706,7435
745422732645535745,2596,8990
745314880350101504,2963,7524
745074613265149952,3772,8216
745057283344719872,2429,7572
744995568523612160,664,3113
744971049620602880,2877,8257
744709971296780288,1667,5853
744334592493166593,2282,7079
744234799360020481,83497,164056
744223424764059648,396,1770
743980027717509120,1160,4354
743895849529389061,1021,3814
743835915802583040,2228,0
743609206067040256,1473,4684
743595368194129920,7022,19314
743545585370791937,996,3683
743510151680958465,3946,8282
743253157753532416,1302,4430
743222593470234624,2030,6476
743210557239623680,1457,4020
742534281772302336,3786,7376
742528092657332225,2126,4636
742465774154047488,4152,7596
742423170473463808,4045,10285
742385895052087300,2120,7119
742161199639494656,1466,4541
742150209887731712,1662,5372
741793263812808706,1607,4774
741743634094141440,2946,8551
741438259667034112,889,3840
741303864243200000,3452,9176
741099773336379392,5912,10497
741067306818797568,3292,9883
740995100998766593,2954,6693
740711788199743490,994,3563
740699697422163968,834,2963
740676976021798912,7239,18986
740373189193256964,14171,36353
740365076218183684,465,2589
740359016048689152,912,3445
740214038584557568,2094,6998
739979191639244800,6310,20871
739932936087216128,1148,4242
739844404073074688,910,3964
739623569819336705,1449,3974
739606147276148736,1765,5618
739544079319588864,22784,41484
739485634323156992,3131,7516
739238157791694849,61839,121206
738891149612572673,6,112
738885046782832640,1217,3935
738883359779196928,863,3483
738537504001953792,1662,5323
738402415918125056,896,3402
738184450748633089,1284,4496
738166403467907072,3623,9197
738156290900254721,698,2646
737826014890496000,1873,5505
737800304142471168,3683,10441
737678689543020544,1419,5267
737445876994609152,4753,10744
737322739594330112,861,3769
737310737551491075,7897,15338
736736130620620800,1842,4503
736392552031657984,7888,18559
736365877722001409,1330,4168
736225175608430592,2941,8486
736010884653420544,3162,8239
735991953473572864,1222,3751
735648611367784448,1170,4185
735635087207878657,2493,6453
735274964362878976,5394,13580
735256018284875776,943,3488
735137028879360001,1030,3268
734912297295085568,548,2853
734787690684657664,6691,13110
734776360183431168,580,2617
734559631394082816,420,1563
733828123016450049,826,3748
